src,tgt,hyp,ref,task,model,label
"Paul seemed relaxed , scanning the fields on either side of the muddy lane for <define> fieldfares </define>","A large thrush, Turdus pilaris, a bird of Eurasia.","(UK, dialect) A field mouse.",tgt,DM,,1
"The interests of the Russian aristocracy — the <define> boyardom </define> — which by definition defended the social limitations on power ( since these were a matter of life and death for it ) , did not contradict the interests of the peasant proto - bourgeoisie , which by definition defended the economic limitations on power ( also a matter of life and death ) .",Boyars collectively.,(historical) The aristocracy of the Russian Empire.,tgt,DM,,1
"At 1620:38 , the captain stated , "" got ta get it over again ... at least upside down we 're flyin . "" At 1620:49 , the CVR recorded sounds similar to engine compressor stalls and engine <define> spooldown </define> . At 1620:54 , the captain commanded deployment of the speedbrakes , and , about 1 second later , the first officer replied , "" got it . "" At 1620:56.2 , the captain stated , "" ah here we go . "" The FDR recording ended at 1620:56.3 , and the CVR recording ended at 1620:57.1 .","(aviation) The process of reduction of the rotational speed of a turbine engine, causing a reduction in thrust.",The act of spoiling.,tgt,DM,,1
"The witness Gorman however seemed to attach blame to Arrowood for repeatedly reporting <define> misblends </define> during these weeks , when actually no wrong weights could be determined .",The act or result of misblending.,A mixture of two or more things that is not the same.,tgt,DM,,1
"By making Henry steadfastly determined to do the decent and honorable thing , he avoids facing up to the complex <define> countertugs </define> of physical desire and social pressure   [ … ]",A tug in the opposite direction.,(figuratively) An opposing force.,tgt,DM,,1
"Atopic patients with ichthyosis vulgaris often have keratosis pilaris and <define> hyperlinear </define> , exaggerated palm creases .",(dermatology) Having unusually pronounced creases marking the skin.,Extremely linear.,tgt,DM,,1
"I swanny if I ever felt so in my life ! I was so anxious about that long letter that I sent to them to get printed for you , that I was dreadful loth to go in , and <define> eenamost </define> made up my mind to turn about and make tracks for the sloop agin !","(dialectal) almost, nearly.","(archaic, or, dialectal, Northern England, Scotland, Northern Ireland, Northern England, Northern Ireland) At the same time; at the same time.",tgt,DM,,1
Convert liquid heaters from <define> underfiring </define> to immersion or submersion heating,"(also, attributively) Heating from below.",(intransitive) To fail to fire.,tgt,DM,,1
"As long as the defence is credible and can be reasonably substantiated so that the counterclaim is not evidently <define> immeritorious </define> , the attacked party has little to lose , and may gain time .",Unworthy of merit; not deserving of merit; not meritorious.,(law) Of or pertaining to immeritorious conduct.,tgt,DM,,1
Physicians <define> somnambulize </define> their patients and extract teeth literally without pain .,To put into a sleeplike or trancelike state.,"(medicine, transitive) To administer a somnambulant to.",tgt,DM,,1
"After an unsuccessful attempt to have The Grapes of Wrath banned <define> statewide </define> ( the effort backfired ) , the AF commissioned and distributed a barrage of counternarratives .",Throughout a state (political subdivision of a federal union).,In a statewide manner.,tgt,DM,,0
... an <define> occurrential </define> hypothesis ...,"Of, pertaining to, or essentiating an occurrence or occurrences; occurrent.",Of or pertaining to an occurrence.,tgt,DM,,0
a <define> roll - up </define> display banner,Capable of being made into a cylinder shape by rolling.,Capable of being rolled up.,tgt,DM,,0
"As the infancy of Rome was <define> venust </define> , so was its manhood notably strenuous .",(obsolete) beautiful,"(archaic, or, literary) Pertaining to, characteristic of, or characteristic of a man.",tgt,DM,,1
"People are assumed to follow the maxim and <define> submaxim </define> , but cross - cultural differences are well - documented regarding the enactment of the submaxim .",A maxim making up part of a greater maxim.,(mathematics) A maxim that is less than the maximum.,tgt,DM,,0
Hitting a thin shot from a fairway bunker is more productive than hitting a <define> fat </define> shot .,(golf) Being a shot in which the ground is struck before the ball.,(golf) Of a golf ball: having a relatively large circumference.,tgt,DM,,1
"Round rolls the stroke with mathematic care , All centre - bound , exactly circular : No sportive way it takes , at large and free , No gambol plays of <define> freakful </define> liberty   [ … ]",(archaic) Full of whims or caprices.,(obsolete) Freaky.,tgt,DM,,1
"It also tests our tolerance of smart - aleck , <define> potty - mouthed </define> teenage boys .","(informal) Regularly using vulgar language, especially strong profanities.",Alternative form of potty-mouthed,tgt,DM,,0
"Often the ornamentor was an apprentice to the real artist of the scriptorium , the <define> initialer </define> .",The artist who decorates the initial letters in an illuminated manuscript.,One who initials.,tgt,DM,,1
"I see my own fish , a <define> baldchin </define> , fluttering between bombies way down   [ … ]",The baldchin groper.,"(Australia, New Zealand, colloquial) A bald eagle.",tgt,DM,,1
... all the components of an insurance claim form can be sent <define> paperlessly </define> from one location to another .,Without paper; in a paperless fashion.,In a paperless manner.,tgt,DM,,0
"[ W]ith these two candidates , this election remains a <define> dumpster fire </define> .","(US, slang) A chaotic, unpleasant, unmanageable thing, situation, or person; a disaster.","(figuratively) A situation that is chaotic, disorganized, or otherwise unpleasant.",tgt,DM,,0
The critically low level of rainfall in the second half of 2020 – approaching 50 % year on year for November – led the religious affairs directorate to instruct imams and their congregations to <define> pray </define> for rain last month .,"(religion) To direct words, thoughts, or one's attention to God or any higher being, for the sake of adoration, thanks, petition for help, etc.",(intransitive) To pray.,tgt,DM,,0
in rushed a thorough Edinburgh <define> gutterblood </define> - a ragged rascal,"(derogatory, archaic) A person of low pedigree; one of the common rabble.",(slang) A person who lives in or frequents a gutter.,tgt,DM,,1
"The poet 's eye , in a fine frenzy rolling , / Doth <define> glance </define> from heaven to earth , from earth to heaven .",(intransitive) To look briefly (at something).,(intransitive) To turn one's gaze from one thing to another.,tgt,DM,,0
"No , ' tis a THOUGHT sprung ftom[sic ] a ray divine , Which will through clouds of lowring critics shine : When in a clear <define> innubilous </define> serene , The soul 's abstracted , purg'd from dross and spleen ;","(obsolete, rare) Cloudless.",(obsolete) Innocuous.,tgt,DM,,1
a <define> kinkable </define> hose,In which kinks may be formed.,Capable of being kinked.,tgt,DM,,0
I have <define> reservations </define> about your intentions .,"(often, in the plural) A limiting qualification regarding certainty; a doubt.","(countable, uncountable) A feeling of uneasiness or doubt.",tgt,DM,,0
"There is , from Early Latin onwards , a <define> causal - final </define> use of the preposition de with adjectives like lassus and sollicitus .",(linguistics) Pertaining to any case that indicates the intention of achieving a specific final result.,(grammar) Of or pertaining to a preposition de.,tgt,DM,,1
<define> Kindly </define> move your car out of the front yard .,Used to make a polite request: please.,In a kind manner.,tgt,DM,,1
"A little troop of choristers in surplices and <define> untasselled </define> trencher - caps , headed by old Peter Glenny the organist , are coming round the northern corner of the west front from the schoolroom .",Not adorned with tassels.,Not sewn.,tgt,DM,,1
"Many dress up as the <define> Headless Horsewoman </define> and her lover , the Apple Elf . Wait , Apple Elf ? Where do humans come up with this stuff ? Still , a small tent grabs my attention . In it , a group of humans put on a play about this unfortunate pair .",(rare) A female equivalent of the Headless Horseman mythical figure.,(fandom slang) A fictional female character who has a headless horse.,tgt,DM,,1
Euelpides : Who <define> brings owls to Athens </define> ?,"(idiomatic) To undertake a pointless venture, one that is redundant, unnecessary, superfluous, or highly uneconomical.",(transitive) To bring (something) to (someone or something).,tgt,DM,,1
"As for K’ang Yu - wei , his first given name was Tsu - i. He was born in 1858 , in the district of <define> Nan - hai </define> , Kwangtung , into an old and aristocratic family which for generations had been noted for its Neo - Confucian scholarship .","(a district of Foshan, Guangdong, China; former county of Guangdong, China).","A district of Kwangtung, Taiwan.",tgt,DM,,1
"A much more numerous biotic element occurs also in other biotopes , whether only in similar adjacent ones or in widely scattered very different habitats , as <define> ubiquitists </define> ( forms with high ecological valence , i.e. , eurytopic forms ) .",An organism that can be found in most types of environment.,(ecology) A species that has a high ecological valence.,tgt,DM,,1
"When the scholastic has finished his education , he embarks on the “ <define> tertiate </define> , "" a period of several months in which the accumulated experience of some ten years in the Order will be proved and tested all over again .",The third year of training in various Christian religious orders (especially the Jesuits).,(Christianity) A period of study in which a person who has completed his or her secondary education is required to undergo further studies in order to be admitted to a religious order.,tgt,DM,,1
"And suddenly there , you ’ll know even then , that you will be badgered , abused , and publicly humiliated by that silly hysterical <define> twathead </define> again and again until you either have to change your phone number or your sex , whichever is less devastating to your social life .","(vulgar, slang) Term of abuse.","(vulgar, pejorative) A stupid or contemptible person.",tgt,DM,,1
"Non - UTUC findings ( mucosa fold , small extraluminal mass and <define> parapelvic </define> hyperdense cyst and bullous mucosal edema ) were found during ureteroscopy in 4/9 cases and normal upper urinary tract was described in 5/9 cases .",Beyond the pelvis,(anatomy) Of or pertaining to the paraplegia.,tgt,DM,,1
"They were ordered to the field , and their places filled by the Georgia "" Reserves , "" an organization of boys under , and men over the military age . As General Grant aptly - phrased it , "" They had <define> robbed the cradle </define> and the grave , "" in forming these regiments .","(idiomatic, disapproving) To use a young person for a purpose inappropriate to his or her age.","(transitive, idiomatic) To deprive of something that is rightfully one's.",tgt,DM,,1
"Well , sometimes <define> mee - maws </define> have things to do , like moms and little girls .","(informal) Alternative form of meemaw, i.e. mamaw (grandmother).",Alternative form of mee-maw,tgt,DM,,1
In time it became as impossible for polyglot and <define> polysectarian </define> America to provide a common religious standard for her public schools as for her Army or her railways .,Composed of many sects.,Of or pertaining to a polyglot.,tgt,DM,,1
"The vessel was filled with a thick , <define> molasseslike </define> fluid .","Resembling molasses in any of various respects, such as consistency, flavor, or color",Resembling or characteristic of molasses.,tgt,DM,,0
"The cigar drawer is an excellent introduction , looked after properly by self or servant , and there is always at hand the drink and the smoke for self or friend , or both , saving the often troublesome and sometimes <define> faintless </define> search for the cigar box that will go astray .",Without faintness or fainting,Without faintness.,tgt,DM,,0
"Diagram of mold for casting a fang ding . The four outer mold pieces surround the model ; above the model is the inner core , and below the model is the <define> interleg </define> core piece .",That acts or occurs between legs.,Betweenlegs.,tgt,DM,,1
"When such events befell him , Dooni would simply disappear for a few days , returning to tell his friends he had been “ on location , filming a movie , ” Los Angeles <define> drag - queenese </define> for doing jail time .",(rare) The jargon used by drag queens.,(informal) The language of a drag queen.,tgt,DM,,0
"Owing to the occurrence and economic importance of <define> molybdosis </define> in cattle , this species has been the primary subject of study of molybdenum metabolism .",molybdenum poisoning,(medicine) The accumulation of molybdenum in the blood.,tgt,DM,,0
"You seem a bit out of it lately , have you been smoking <define> rocks </define> again ?",(slang) Crack cocaine.,(slang) Marijuana.,tgt,DM,,1
"She copied the whole alphabet like that , as though only the inside <define> whites </define> of the letters registered on her mind .","The enclosed part of a letter of the alphabet, especially when handwritten.",(informal) The white part of a letter.,tgt,DM,,1
"A visitor may well be baffled by “ pony keg ” and “ <define> jack salmon </define> , ” but Cincinnatians know that the first is a store where beer may be purchased and the second is deep - fried pike .","(Midwestern US, colloquial) Sander vitreus.",(colloquial) A deep-fried pike.,tgt,DM,,1
"More importantly , it is highly context dependent : ( a ) certain text types ( such as advertising copy ) seem to license bare <define> mediopassives </define> more than others ( see Section 6.4.1 ) , ( b ) contextually implied contrast may enable an inherent property reading of a bare mediopassive ( see Sections 6.4.2.1 and 6.4.2.2 ) , or the verb itself might foster bare mediopassive use ( this seems to be the case with denominal verbs like zip , button , bolt , or clamp , see Goldberg and Ackerman 2001 : 806 ) .",(grammar) A mediopassive construction; a phrase that uses the mediopassive voice.,(linguistics) A word that is not a noun.,tgt,DM,,1
The problem is that the area is grey so far as the authorities are concerned and it is difficult to know where to draw the line between a nutriceutical or <define> pharmafood </define> and a medicinal drug substance .,A food supposed to have health benefits; a nutraceutical.,(uncountable) Medicinal food.,tgt,DM,,1
"While some experts say these girls likely have body image issues or could develop a more serious eating disorder , <define> wannarexics </define> usually range between healthy and overweight .","(pejorative, slang) One who does not have the eating disorder anorexia nervosa, but wishes to.",(informal) A person who wants to be a member of the female subculture of wannarexics.,tgt,DM,,1
""" You will soon be all right , my fine fellow , "" said the London surgeon reassuringly . He was renowned for his sympathetic <define> bedside manner </define> .","The ability of a doctor, medic, nurse, or other healthcare professional, to interact with his or her patients. [from 19th c.]",(idiomatic) The manner in which a person conducts himself or herself at a bedside.,tgt,DM,,1
Its pathological nature is constituted by its perpetuation into an inappropriate movement which the conviction of its <define> mutility </define> can not abolish .,"(rare) deformity, defectivity",(uncountable) The state of being mutilated.,tgt,DM,,1
"It is not supposed that there is now , or that there ever was a man in Madison county who would willfully lie to hurt a fellow - man , or even to enhanced his own interests , but for your spinning yarns and big story telling , she has had some "" <define> hummers </define> . ""","(slang, obsolete) A lie or tall tale.",(slang) A lie.,tgt,DM,,0
"I told him about my plan , and he agreed that the gobblers must be <define> henned up </define> and that moving might be a good idea .",Alternative form of henned-up,"(transitive, colloquial) To prepare (someone or something) for a difficult situation.",tgt,DM,,1
"The <define> ruibe </define> is then cut and eaten while still frozen , and served with soy sauce and fresh wasabi .","An Ainu dish of salmon that is frozen outdoors, sliced like sashimi, and served with soy sauce and water peppers.","(uncountable, cooking) A type of Japanese soup made from soybeans, rice, and other ingredients.",tgt,DM,,1
a <define> whaleboned </define> corset,Reinforced with whalebone.,Having whalebones.,tgt,DM,,0
"He watches the flickering black lights , as they <define> deluminate </define> , the world around him .",To extinguish a light; to darken.,(intransitive) To become illuminated.,tgt,DM,,1
"However , certain objects are excluded from being treated as a gun . These include a longbow , crossbow , slingshot or <define> shanghai </define> even though it is capable of propelling a projectile by means of an explosive force .","(AU, NZ) Synonym of slingshot.",Alternative form of shanghai (“weapon”),tgt,DM,,0
[ … ]   he turned his resourceful mind away from the serene life of a don on grass lawns in Cambridge to one of <define> self - sacrifice </define> and pure devotion in the thorny bushes of Africa .,The giving up of one's own benefit for the good of others.,The act of self-sacrifice.,tgt,DM,,0
"Every thing of that sort appears to be at present no better than it is with us in a country - town : or rather it wants the simplicity and rustic innocence , and is more like the <define> draggled - tailed </define> finery of a lady ’s waiting - maid .","(of a person or other animal, or of clothing) Slatternly, untidy, unkempt.",Alternative form of draggled,tgt,DM,,1
"Revealingly , two of the contenders announced this week for the Art Fund museum of the year prize - the Sackler Centre at the V&A in London and the National Trust Museum of Childhood in Derbyshire - are heavily interactive , while a third <define> shortlistee </define> , the Museum of Reading , boxed up its exhibits and allowed them to be displayed in workplaces and public buildings .",A person or thing that is on a shortlist,One who has been shortlisted.,tgt,DM,,0
"Selection affecting the melanization threshold could likewise reduce patch number , which should occur in the reverse order ( loss of rump patch followed by loss of crown stripe and finally loss of <define> wing bar </define> .",A band of contrasting color or of feathers with a distinct appearance that crosses a bird's wing.,Alternative form of wing bar,tgt,DM,,1
We say nothing of the <define> pulpitish </define> and dogmatic tone which seems never so far to forget itself as to drop down into the easy accents of friend talking with friend .,Of or pertaining to the pulpit; like preaching.,Resembling or characteristic of a pulpit,tgt,DM,,0
""" Do n't I know that it is you who is the <define> life </define> of this house . Two delightful children ! """,The most lively component or participant.,(figuratively) Someone or something that is important or important.,tgt,DM,,1
"The pastry room was a further revelation . Six young girls in white coats and white hats were dusting white flour over small pre - formed pastry lids , which were then glued onto cups of uncooked short crust filled with <define> pink slime </define> .","Used other than figuratively or idiomatically: see pink,‎ slime. Slime which is pink.","(uncountable, cooking) A mixture of flour, sugar, and water used to make short crust pastry.",tgt,DM,,1
Brokerage 1½ per Cent . <define> Shroffage </define> 1 per Thousand .,(historical) The commission paid to a shroff for examining coins for quality.,(obsolete) Shroffage.,tgt,DM,,0
"Suddenly , something Henry said caught my attention . “ Where 'd you get these boxes of <define> puffcorn </define> ? ” he asked . “ This stuff has no taste at all ! ”","A corn snack, visually similar to popcorn, but made with corn meal and baked.","(Australia, New Zealand, informal) Corn pudding.",tgt,DM,,1
Faithful to whom ? to thy rebellious <define> crew </define> ?,(obsolete) Any company of people; an assemblage; a throng.,(obsolete) A group of people.,tgt,DM,,0
"His hands had made a <define> dint </define> , and hurt his maid ; / Explored her limb by limb , and feared to find / So rude a gripe had left a livid mark behind .",The mark left by a blow; an indentation or impression made by violence; a dent.,"(now, _, rare) A small injury. [from 16th c.]",tgt,DM,,1
Quite possibly because infotech and <define> infosociety </define> have made the future unappealing and created a reaction against the future ...,An information society.,(informal) A society based on information technology.,tgt,DM,,1
Nuclear protein extracts were prepared from endothelial tube cells using an adapted 1 - h <define> minipreparation </define> technique [ 12 ] .,small-scale preparation of plasmid DNA,Alternative form of minipreparation,tgt,DM,,1
"I 'm no used to your grandees , and I 'm no <define> gawn </define> to begin to learn fashionable mainners noo — so dinna ask me — I 'm no gawn to mak a fule o ' mysel ' at this time o ' day .",(pronunciation spelling) Eye dialect spelling of certain regional pronunciations of going.,"(Scotland, Northern England, Northern Ireland, Northern England, Northern England, Scotland, Northern England, Northern England, Northern Ireland, Northern England, Scotland) Used as an intensifier.",tgt,DM,,1
"His teachers could to some extent restrain such an inclination , but they could not or certainly did not replace it by a <define> counterenthusiasm </define> in favour of Christianity .",An enthusiasm that counters or goes against another enthusiasm.,The state or quality of being counterenthusiastic.,tgt,DM,,0
"The latter and the Basle - Gotthard freight traffic will both pass through Othmarsingen , but an additional line here and a <define> burrowing junction </define> will keep the Gotthard freights clear .","(rail) A junction where the diverging line descends to a level where it can pass under the main line, the purpose being the avoidance of conflicting movements.",(rail) A junction where two or more railway lines meet.,tgt,DM,,1
"The assumption in the public mind was that anyone who bought a <define> wooden nutmeg </define> was a fool who should have known better than to fall for a trick .   But because the real as a cultural value is no longer being privileged over the artificial , this simple assumption about simulacra has now become a sort of ontological fossil",Synonym of wooden nickel: a worthless item intended to appear like another of value.,Alternative form of wooden nutmeg,tgt,DM,,1
I predicted that “ we can anticipate such a description of <define> noncanine </define> involvement . ”,Not canine.,Not canine.,tgt,DM,,0
Three elders dressed in their long silk ceremonial gowns perform the <define> kowtow </define> before the altar in their clan ancestral hall .,The act of kowtowing.,(uncountable) The act of bending one's knees or bending one's head in prayer.,tgt,DM,,0
"First , to convince the world of their <define> misopinion </define> of Gods servants .",(obsolete) A wrong opinion.,The state of being misopinioned.,tgt,DM,,1
"Most animals have no desire for <define> contrectation </define> . In man the impulse of contrectation is the more important . If the individual practises total abstinence , i. e. , if he abstains even from the gratification of the impulse of contrectation , then   ...","(medical, legal) The initial stage of the sexual act involving manual contact and tumescence; sexual foreplay.",(uncountable) The state of being contorted.,tgt,DM,,1
"I will retire to my <define> oratory </define> , and pray to the blessed Virgin to inspire you with her holy counsels   [ … ] .",A private chapel or prayer room. [from 14th c.],(Christianity) A place of prayer or meditation.,tgt,DM,,0
"As nominations continue , Hakeem and his crew at Lyon Dynasty are expecting a nom for Rapper of the Year . He ’s <define> gooped </define> though when Freda Gatz gets nominated instead of him .","(slang) Amazed, stunned, or shocked (whether by something positive or negative). [from 2015]","(slang, transitive) To be excited about (something).",tgt,DM,,1
"This was the ultimate <define> sandbox game </define> . By providing a simple , yet rich simulation , it gave the user the tools with which to create his own fun .","(video games, RPG) A game with no linear storyline or specific goal, the player deriving amusement from a range of open-ended interactions or situations.",(video games) A video game that allows the player to create their own environment.,tgt,DM,,1
"Do they employ an <define> undershift </define> ? Overshift ? If they do undershift or overshift the line , is it a half - man or full - man over- shift or undershift ?",(sports) The strategy or act of positioning defensive players extra far toward the offense's weak side.,Alternative form of undershift,tgt,DM,,1
"Melittid bees have “ hair felt ” patches on their legs that take up floral oils by capillarity , while the unusual <define> ctenoplectrids </define> have abdominal oil - mopping hairs .","(zoology) Any bee of the tribe Ctenoplectrini (especially when the latter is, as formerly by some, regarded as the family Ctenoplectridae).",(zoology) Any bee of the family Ctenoplectridae.,tgt,DM,,0
Wanna be hackers ?   Code crackers ?   Slackers ? Wastin ' time with all the chat room <define> yakkers </define> ?,(slang) One who yaks; a chatterbox or motormouth.,One who yakks.,tgt,DM,,0
"Alternatively , they can drop their tokens into games of chance — basically , slot machines <define> with training wheels </define> .",Designed or adapted for children.,(informal) A gambling machine with a limited number of spins.,tgt,DM,,1
"The name above the door is F. Dula . Under the circumstances , an interest <define> piquer </define> .",One who piques.,(figuratively) Something that piques one's interest.,tgt,DM,,0
"The president sits in a <define> thronelike </define> seat , and the front passenger seat is reserved for the chief of security .",Resembling or characteristic of a throne.,Resembling a throne.,tgt,DM,,0
"Or ever with me the maw of the sepulchre fed becometh , Or e'er in the dust each part of my frame <define> forspread </define> becometh ,   [ … ]","(ambitransitive, now, _, chiefly, _, dialectal) To spread; extend.","(obsolete, transitive) To spread out; to spread out.",tgt,DM,,1
"Ely 's method was to enlarge himself by praising up his cousin and to pleasure himself by <define> horrorizing </define> the men with true faithful portrayals of pirates caught and hanged ,   [ … ]",(transitive) To fill with horror.,(transitive) To frighten; to terrify.,tgt,DM,,0
"Not only Cato is vanquished by Caesar , but the treachery and <define> perfidiousness </define> of Syphax prevail over the honest simplicity and the credulity of Juba .",(rare) Unfaithfulness; deceitfulness; perfidy.,The quality of being perfidious.,tgt,DM,,0
She giggled . ' You do n't make me feel sick . You make me sort of <define> churny </define> in my stomach . ',Characteristic of churning; (by extension) queasy,(informal) Having a churning sensation.,tgt,DM,,1
"Harrison said he had such a horror of <define> facing points </define> that for many years in the 160 miles between York and Berwick there were , except in Darlington and Newcastle stations , only three examples . [ ... ] For some years now facing points have been practically as safe as any other part of the track and are regularly taken at high speed .",(rail transport) A set of points at which two routes diverge in the direction of travel.,"(rail, UK) A point on a railway track where the track is level with the ground.",tgt,DM,,1
"Look , <define> babber </define> , I reckon there 's been some sort of mistake . I 'm not carrying on with nobody .",A friend.,"(intransitive, slang) To talk idly; to babble.",tgt,DM,,1
"<define> Genderswapping </define> on the internet is not , of course , any solution . But Brooker might at least consider its existence , potential , and scope , rather than attributing gender where it is not possible so to do ( Brooker 1999 : 49 ) .","The practice or act of assuming a different sex and/or gender identity than one's actual sex and/or gender identity, especially in a virtual setting.",(internet slang) The practice of attributing gender to people on the Internet.,tgt,DM,,0
"The episode ’s unwillingness to fully commit to the pathos of the Bart - and - Laura subplot is all the more frustrating considering its laugh quota is more than filled by a rollicking B - story that finds Homer , he of the iron stomach and insatiable appetite , <define> filing </define> a lawsuit against The Frying Dutchman when he ’s hauled out of the eatery against his will after consuming all of the restaurant ’s shrimp ( plus two plastic lobsters ) .",(transitive) To commit (official papers) to some office.,(transitive) To file (a lawsuit).,tgt,DM,,1
Science has the happy distinction of finding a balance between entropy and <define> anentropy </define> : between the need to conserve order with progress .,(uncountable) An increase in order.,(physics) The state of being anentropic.,tgt,DM,,1
"They were very big hands , and as Mr. Knewbit held them up side by side , with the palms toward his young shaver , they not <define> undistantly </define> resembled a pair of decent - sized flatfish .",To a degree that is not distant; closely.,In an undistinguished manner.,tgt,DM,,1
""" She <define> beflirts </define> herself , like the lady I read , into a Feringhee love tale , at Coney 's Island . In that book story , the lady bewhacked the woo person playsomely on the arm with her fan .",To flirt about; flirt with,(intransitive) To flirt.,tgt,DM,,0
"We have seen and heard the sneers and sarcasms with which poor Frank 's unobtrusive attempts to moralize , not tediously , boringly , or <define> cantingly </define> , have been received by Sir George and his eldest son .",In a canting manner; with jargon or religious affectation.,In a canty manner.,tgt,DM,,1
"After their yacht runs aground in Australian waters , four of them decide to swim for land but are soon stalked by a huge great white shark . While the story stutters and starts , <define> sharksploitation </define> fans will lap it up .",(film) A genre of exploitation films focusing on sharks and shark attacks.,(informal) The genre of films featuring great white sharks.,tgt,DM,,1
What they do in <define> Muslimville </define> is their business .,"(US, informal) An area mainly populated by Muslims.","(informal, derogatory) The Muslim community in the United States.",tgt,DM,,1
"[ N]othing gave him so much joy in conversation , as an opportunity of giving the company to understand , how well he was with persons of distinguished rank and character : he would often ( for example ) observe , as it were <define> occasionally </define> , that the duke of G — was one of the best natured men in the world   [ … ] .",(obsolete) By chance; accidentally. [17th–18th c.],In an occasional manner.,tgt,DM,,1
"In Rome the cardinals wear the mozzetta over the <define> mantelletta </define> , except in their titular churches , when it is worn immediately over the rochet .","(Roman Catholicism) A sleeveless, knee-length vestment open at the front which is worn by Roman Catholic prelates.",(historical) A type of vestment worn by cardinals in the Middle Ages.,tgt,DM,,1
""" My patients read so much shit they think they ca n't make a <define> crotch fruit </define> after they turn thirty , ""   [ … ]","(slang, derogatory) A child; offspring.","(slang, vulgar) A penis.",tgt,DM,,1
"It can easily be verified that the above relation is a <define> preorder </define> , i.e. that it is reflexive and transitive .","(set theory, order theory) A binary relation that is reflexive and transitive.",(mathematics) An order that precedes another order.,tgt,DM,,1
"Here at The Federalist , we talk about sex a lot as is . Join us this week for some additional fun and deep - thinking about , well , you know — dancing in the sheets , <define> horizontal refreshments </define> , the beast with two backs , Blitzkrieg mit dem fleischgewehr , gland to gland combat , and more .","(idiomatic, euphemistic) Sexual intercourse.",(slang) Sexual intercourse.,tgt,DM,,0
"Oh , there was no warmth in the sunlight , and the sky was a <define> drabby </define> gray , and he was filled with bitterness unutterable . ""","pale, lacking color.",Having a drab appearance.,tgt,DM,,1
"The circles , which were ablaze with daffodils this spring , are now afloat with airy <define> geum </define> , cosmos , acidanthera and dahlias .",Any of the genus Geum of perennial herbaceous plants.,Any of various flowering plants of the genus Geum.,tgt,DM,,0
"[ … ]   abolitionists failed to take into account   [ … ]   the negro 's native <define> creaturism </define> . After their liberation , the negroes mistook license for liberty . They gathered in the towns , gave themselves over to creature pleasures , and forsook the useful habits of duty which slavery had instilled .",animalistic behaviour,(uncountable) The quality or state of being creative.,tgt,DM,,1
"A great many of the scapes have furnished examples of "" <define> recrudescence </define> , "" a few flowers having been produced amongst the ripening capsules ; but fresh flower - stalks have also continued to shoot up from the root , and at the time I write ( Oct. 4 ) I see there is one very pretty bunch of flowers upon a last year 's seedling plant .",(botany) The production of a fresh shoot from a ripened spike.,The act or process of recrudescence.,tgt,DM,,1
Nothing like a <define> prekindergartener </define> to really boil an issue down to its core .,A child who has not yet begun to attend kindergarten.,(informal) A child who is not yet in kindergarten.,tgt,DM,,0
"The boy had dwindled to a skeleton , and the skin lay on his face in <define> crimpled </define> folds , like a mask of black crape .","(archaic) to crumple, crimp",(transitive) To form into a crimped shape.,tgt,DM,,0
"Redwire spoke to one bar - hopper who used to frequent <define> lup sup bars </define> in Duxton when , in his words , it was still an area known for cheap pinoy prostitutes , Chinese pei jiu mei ( drinking kaki girls ) and high - class ang moh callgirl [ 1 ]",(Singapore) A seedy bar found in Singapore that offers prostitution.,"(Philippines, slang) A bar that specializes in serving lupus-themed drinks.",tgt,DM,,1
"With this formulation , the probability of <define> nonconception </define> is simply the product of the day - specific failure probabilities multiplied across all days where there was intercourse .",A failure to conceive; The aftermath of sexual intercourse in which there is no fertilization of an egg by sperm.,(uncountable) The state of being unable to conceive.,tgt,DM,,0
"A friend , who was specially interested in such studies , having captured a spider , erected a column in a basin filled with water ; and placing his <define> spidership </define> on the top of the column , sat down to watch results .",(nonce) honorific used to address or refer to a spider.,The state or condition of being a spider.,tgt,DM,,0
"A Hungarian baron , with an <define> unpronounceable </define> name , had that very morning been so struck with Lady Penrhyn 's beauty , that , not knowing she was married , he laid himself , castle , sabre , and fur pelisses at her feet , for immediate acceptance .",Impossible or difficult to pronounce or articulate.,Not pronounceable.,tgt,DM,,0
"In that moment , you are experiencing the sadness of <define> iktsuarpok </define> . Then , your special person does appear !","The feeling of anticipation while waiting for someone to arrive, often leading to intermittently going outside to check for them.",Alternative form of iktsuarpok,tgt,DM,,0
"After delivery , sellers issue an invoice , recorded as an account receivable by the seller and an <define> account payable </define> by the buyer .",(accounting) A balance due to a creditor on a current account.,(finance) An account receivable.,tgt,DM,,1
"[ … ]   I describe them as self - transforming <define> machine elves </define> , for that is how they appear . These entities are dynamically contorting topological modules that are somehow distinct from the surrounding background , which is itself undergoing continuous transformation .   [ … ]   The tryptamine Munchkins come , these hyperdimensional machine - elf entities , and they bathe one in love . It 's not erotic but it is openhearted . It certainly feels good . These beings are like fractal reflections of some previously hidden and suddenly autonomous part of one 's own psyche . And they are speaking , saying , "" Do n't be alarmed . Remember , and do what we are doing . """,A kind of otherworldly humanoid figure sometimes seen during dimethyltryptamine (DMT) hallucinations.,"(fantasy, science fiction) An entity that is capable of changing into a different form.",tgt,DM,,1
